id,type,group,name
210,5,ctrltargetZ,z
211,5,ctrltargetZ,vx
212,5,ctrltargetZ,vy
213,5,ctrltargetZ,vz
214,5,ctrltargetZ,ax
215,5,ctrltargetZ,ay
216,5,ctrltargetZ,az
217,7,mag,x
218,7,mag,y
219,7,mag,z
220,7,stabilizer,roll
221,7,stabilizer,pitch
222,7,stabilizer,yaw
223,7,stabilizer,thrust
224,7,stabilizer,rtStab
225,3,stabilizer,intToOut
226,7,stateEstimate,x
227,7,stateEstimate,y
228,7,stateEstimate,z
229,7,stateEstimate,vx
230,7,stateEstimate,vy
231,7,stateEstimate,vz
232,7,stateEstimate,ax
233,7,stateEstimate,ay
234,7,stateEstimate,az
235,7,stateEstimate,roll
236,7,stateEstimate,pitch
237,7,stateEstimate,yaw
238,7,stateEstimate,qx
239,7,stateEstimate,qy
240,7,stateEstimate,qz
241,7,stateEstimate,qw
242,5,stateEstimateZ,x
243,5,stateEstimateZ,y
244,5,stateEstimateZ,z
245,5,stateEstimateZ,vx
246,5,stateEstimateZ,vy
247,5,stateEstimateZ,vz
248,5,stateEstimateZ,ax
249,5,stateEstimateZ,ay
250,5,stateEstimateZ,az
251,3,stateEstimateZ,quat
252,5,stateEstimateZ,rateRoll
253,5,stateEstimateZ,ratePitch
254,5,stateEstimateZ,rateYaw
255,7,suWrenchObs,suFx
256,7,suWrenchObs,suFy
257,7,suWrenchObs,suFz
258,7,suWrenchObs,suTx
259,7,suWrenchObs,suTy
260,7,suWrenchObs,suTz
261,7,suWrenchObs,suWFx
262,7,suWrenchObs,suWFy
263,7,suWrenchObs,suWFz
264,7,suWrenchObs,suV
265,7,suWrenchObs,suDt
266,7,suWrenchObs,suFextX
267,7,suWrenchObs,suFextY
268,7,suWrenchObs,suFextZ
269,7,suWrenchObs,suTextX
270,7,suWrenchObs,suTextY
271,7,suWrenchObs,suTextZ
272,2,supervisor,info
273,1,sys,canfly
274,1,sys,isFlying
275,1,sys,isTumbled
276,4,sys,testLogParam
277,7,tdoaEngine,stRx
278,7,tdoaEngine,stEst
279,7,tdoaEngine,stTime
280,7,tdoaEngine,stFound
281,7,tdoaEngine,stCc
282,7,tdoaEngine,stHit
283,7,tdoaEngine,stMiss
284,7,tdoaEngine,cc
285,2,tdoaEngine,tof
286,7,tdoaEngine,tdoa
287,7,kalman_pred,predNX
288,7,kalman_pred,predNY
289,7,kalman_pred,measNX
290,7,kalman_pred,measNY
291,1,lighthouse,validAngles
292,7,lighthouse,rawAngle0x
293,7,lighthouse,rawAngle0y
294,7,lighthouse,rawAngle1x
295,7,lighthouse,rawAngle1y
296,7,lighthouse,angle0x
297,7,lighthouse,angle0y
298,7,lighthouse,angle1x
299,7,lighthouse,angle1y
300,7,lighthouse,angle0x_1
301,7,lighthouse,angle0y_1
302,7,lighthouse,angle1x_1
303,7,lighthouse,angle1y_1
304,7,lighthouse,angle0x_2
305,7,lighthouse,angle0y_2
306,7,lighthouse,angle1x_2
307,7,lighthouse,angle1y_2
308,7,lighthouse,angle0x_3
309,7,lighthouse,angle0y_3
310,7,lighthouse,angle1x_3
311,7,lighthouse,angle1y_3
312,7,lighthouse,rawAngle0xlh2
313,7,lighthouse,rawAngle0ylh2
314,7,lighthouse,rawAngle1xlh2
315,7,lighthouse,rawAngle1ylh2
316,7,lighthouse,angle0x_0lh2
317,7,lighthouse,angle0y_0lh2
318,7,lighthouse,angle1x_0lh2
319,7,lighthouse,angle1y_0lh2
320,2,lighthouse,width0
321,2,lighthouse,width1
322,2,lighthouse,width2
323,2,lighthouse,width3
324,1,lighthouse,comSync
325,2,lighthouse,bsAvailable
326,2,lighthouse,bsReceive
327,2,lighthouse,bsActive
328,2,lighthouse,bsCalUd
329,2,lighthouse,bsCalCon
330,1,lighthouse,status
331,7,lighthouse,posRt
332,7,lighthouse,estBs0Rt
333,7,lighthouse,estBs1Rt
334,7,lighthouse,x
335,7,lighthouse,y
336,7,lighthouse,z
337,7,lighthouse,delta
338,2,lighthouse,bsGeoVal
339,2,lighthouse,bsCalVal
340,7,lighthouse,disProb
341,7,pid_attitude,roll_outP
342,7,pid_attitude,roll_outI
343,7,pid_attitude,roll_outD
344,7,pid_attitude,roll_outFF
345,7,pid_attitude,pitch_outP
346,7,pid_attitude,pitch_outI
347,7,pid_attitude,pitch_outD
348,7,pid_attitude,pitch_outFF
349,7,pid_attitude,yaw_outP
350,7,pid_attitude,yaw_outI
351,7,pid_attitude,yaw_outD
352,7,pid_attitude,yaw_outFF
353,7,pid_rate,roll_outP
354,7,pid_rate,roll_outI
355,7,pid_rate,roll_outD
356,7,pid_rate,roll_outFF
357,7,pid_rate,pitch_outP
358,7,pid_rate,pitch_outI
359,7,pid_rate,pitch_outD
360,7,pid_rate,pitch_outFF
361,7,pid_rate,yaw_outP
362,7,pid_rate,yaw_outI
363,7,pid_rate,yaw_outD
364,7,pid_rate,yaw_outFF
365,7,ctrlINDI,cmd_thrust
366,7,ctrlINDI,cmd_roll
367,7,ctrlINDI,cmd_pitch
368,7,ctrlINDI,cmd_yaw
369,7,ctrlINDI,r_roll
370,7,ctrlINDI,r_pitch
371,7,ctrlINDI,r_yaw
372,7,ctrlINDI,u_act_dyn_p
373,7,ctrlINDI,u_act_dyn_q
374,7,ctrlINDI,u_act_dyn_r
375,7,ctrlINDI,du_p
376,7,ctrlINDI,du_q
377,7,ctrlINDI,du_r
378,7,ctrlINDI,ang_accel_ref_p
379,7,ctrlINDI,ang_accel_ref_q
380,7,ctrlINDI,ang_accel_ref_r
381,7,ctrlINDI,rate_d[0]
382,7,ctrlINDI,rate_d[1]
383,7,ctrlINDI,rate_d[2]
384,7,ctrlINDI,uf_p
385,7,ctrlINDI,uf_q
386,7,ctrlINDI,uf_r
387,7,ctrlINDI,Omega_f_p
388,7,ctrlINDI,Omega_f_q
389,7,ctrlINDI,Omega_f_r
390,7,ctrlINDI,n_p
391,7,ctrlINDI,n_q
392,7,ctrlINDI,n_r
393,7,ctrlMel,cmd_thrust
394,7,ctrlMel,cmd_roll
395,7,ctrlMel,cmd_pitch
396,7,ctrlMel,cmd_yaw
397,7,ctrlMel,r_roll
398,7,ctrlMel,r_pitch
399,7,ctrlMel,r_yaw
400,7,ctrlMel,accelz
401,7,ctrlMel,zdx
402,7,ctrlMel,zdy
403,7,ctrlMel,zdz
404,7,ctrlMel,i_err_x
405,7,ctrlMel,i_err_y
406,7,ctrlMel,i_err_z
407,7,posCtrlIndi,posRef_x
408,7,posCtrlIndi,posRef_y
409,7,posCtrlIndi,posRef_z
410,7,posCtrlIndi,velS_x
411,7,posCtrlIndi,velS_y
412,7,posCtrlIndi,velS_z
413,7,posCtrlIndi,velRef_x
414,7,posCtrlIndi,velRef_y
415,7,posCtrlIndi,velRef_z
416,7,posCtrlIndi,angS_roll
417,7,posCtrlIndi,angS_pitch
418,7,posCtrlIndi,angS_yaw
419,7,posCtrlIndi,angF_roll
420,7,posCtrlIndi,angF_pitch
421,7,posCtrlIndi,angF_yaw
422,7,posCtrlIndi,accRef_x
423,7,posCtrlIndi,accRef_y
424,7,posCtrlIndi,accRef_z
425,7,posCtrlIndi,accS_x
426,7,posCtrlIndi,accS_y
427,7,posCtrlIndi,accS_z
428,7,posCtrlIndi,accF_x
429,7,posCtrlIndi,accF_y
430,7,posCtrlIndi,accF_z
431,7,posCtrlIndi,accFT_x
432,7,posCtrlIndi,accFT_y
433,7,posCtrlIndi,accFT_z
434,7,posCtrlIndi,accErr_x
435,7,posCtrlIndi,accErr_y
436,7,posCtrlIndi,accErr_z
437,7,posCtrlIndi,phi_tilde
438,7,posCtrlIndi,theta_tilde
439,7,posCtrlIndi,T_tilde
440,7,posCtrlIndi,T_inner
441,7,posCtrlIndi,T_inner_f
442,7,posCtrlIndi,T_incremented
443,7,posCtrlIndi,cmd_phi
444,7,posCtrlIndi,cmd_theta
445,7,posCtl,targetVX
446,7,posCtl,targetVY
447,7,posCtl,targetVZ
448,7,posCtl,targetX
449,7,posCtl,targetY
450,7,posCtl,targetZ
451,7,posCtl,bodyVX
452,7,posCtl,bodyVY
453,7,posCtl,bodyX
454,7,posCtl,bodyY
455,7,posCtl,Xp
456,7,posCtl,Xi
457,7,posCtl,Xd
458,7,posCtl,Xff
459,7,posCtl,Yp
460,7,posCtl,Yi
461,7,posCtl,Yd
462,7,posCtl,Yff
463,7,posCtl,Zp
464,7,posCtl,Zi
465,7,posCtl,Zd
466,7,posCtl,Zff
467,7,posCtl,VXp
468,7,posCtl,VXi
469,7,posCtl,VXd
470,7,posCtl,VXff
471,7,posCtl,VYp
472,7,posCtl,VYi
473,7,posCtl,VYd
474,7,posCtl,VYff
475,7,posCtl,VZp
476,7,posCtl,VZi
477,7,posCtl,VZd
478,7,posCtl,VZff
479,7,ctrlLee,KR_x
480,7,ctrlLee,KR_y
481,7,ctrlLee,KR_z
482,7,ctrlLee,Kw_x
483,7,ctrlLee,Kw_y
484,7,ctrlLee,Kw_z
485,7,ctrlLee,Kpos_Px
486,7,ctrlLee,Kpos_Py
487,7,ctrlLee,Kpos_Pz
488,7,ctrlLee,Kpos_Dx
489,7,ctrlLee,Kpos_Dy
490,7,ctrlLee,Kpos_Dz
491,7,ctrlLee,thrustSi
492,7,ctrlLee,torquex
493,7,ctrlLee,torquey
494,7,ctrlLee,torquez
495,7,ctrlLee,rpyx
496,7,ctrlLee,rpyy
497,7,ctrlLee,rpyz
498,7,ctrlLee,rpydx
499,7,ctrlLee,rpydy
500,7,ctrlLee,rpydz
501,7,ctrlLee,error_posx
502,7,ctrlLee,error_posy
503,7,ctrlLee,error_posz
504,7,ctrlLee,error_velx
505,7,ctrlLee,error_vely
506,7,ctrlLee,error_velz
507,7,ctrlLee,omegax
508,7,ctrlLee,omegay
509,7,ctrlLee,omegaz
510,7,ctrlLee,omegarx
511,7,ctrlLee,omegary
512,7,ctrlLee,omegarz
513,7,kalman,stateX
514,7,kalman,stateY
515,7,kalman,stateZ
516,7,kalman,statePX
517,7,kalman,statePY
518,7,kalman,statePZ
519,7,kalman,stateD0
520,7,kalman,stateD1
521,7,kalman,stateD2
522,7,kalman,varX
523,7,kalman,varY
524,7,kalman,varZ
525,7,kalman,varPX
526,7,kalman,varPY
527,7,kalman,varPZ
528,7,kalman,varD0
529,7,kalman,varD1
530,7,kalman,varD2
531,7,kalman,q0
532,7,kalman,q1
533,7,kalman,q2
534,7,kalman,q3
535,7,kalman,rtUpdate
536,7,kalman,rtPred
537,7,kalman,rtFinal
538,6,outlierf,lhWin
539,7,estimator,rtApnd
540,7,estimator,rtRej
541,7,posEstAlt,estimatedZ
542,7,posEstAlt,estVZ
543,7,posEstAlt,velocityZ
544,1,DTR_P2P,rx_state
545,1,DTR_P2P,tx_state
