id,type,group,name
210,5,ctrltargetZ,z
211,5,ctrltargetZ,vx
212,5,ctrltargetZ,vy
213,5,ctrltargetZ,vz
214,5,ctrltargetZ,ax
215,5,ctrltargetZ,ay
216,5,ctrltargetZ,az
217,7,mag,x
218,7,mag,y
219,7,mag,z
220,7,stabilizer,roll
221,7,stabilizer,pitch
222,7,stabilizer,yaw
223,7,stabilizer,thrust
224,7,stabilizer,rtStab
225,3,stabilizer,intToOut
226,7,stateEstimate,x
227,7,stateEstimate,y
228,7,stateEstimate,z
229,7,stateEstimate,vx
230,7,stateEstimate,vy
231,7,stateEstimate,vz
232,7,stateEstimate,ax
233,7,stateEstimate,ay
234,7,stateEstimate,az
235,7,stateEstimate,roll
236,7,stateEstimate,pitch
237,7,stateEstimate,yaw
238,7,stateEstimate,qx
239,7,stateEstimate,qy
240,7,stateEstimate,qz
241,7,stateEstimate,qw
242,5,stateEstimateZ,x
243,5,stateEstimateZ,y
244,5,stateEstimateZ,z
245,5,stateEstimateZ,vx
246,5,stateEstimateZ,vy
247,5,stateEstimateZ,vz
248,5,stateEstimateZ,ax
249,5,stateEstimateZ,ay
250,5,stateEstimateZ,az
251,3,stateEstimateZ,quat
252,5,stateEstimateZ,rateRoll
253,5,stateEstimateZ,ratePitch
254,5,stateEstimateZ,rateYaw
255,7,suWrenchObs,suFx
256,7,suWrenchObs,suFy
257,7,suWrenchObs,suFz
258,7,suWrenchObs,suTx
259,7,suWrenchObs,suTy
260,7,suWrenchObs,suTz
261,7,suWrenchObs,suWFx
262,7,suWrenchObs,suWFy
263,7,suWrenchObs,suWFz
264,7,suWrenchObs,suV
265,7,suWrenchObs,suDt
266,7,suWrenchObs,suDtraw
267,7,suWrenchObs,suDtfixed
268,7,suWrenchObs,suFextX
269,7,suWrenchObs,suFextY
270,7,suWrenchObs,suFextZ
271,7,suWrenchObs,suTextX
272,7,suWrenchObs,suTextY
273,7,suWrenchObs,suTextZ
274,2,supervisor,info
275,1,sys,canfly
276,1,sys,isFlying
277,1,sys,isTumbled
278,4,sys,testLogParam
279,7,tdoaEngine,stRx
280,7,tdoaEngine,stEst
281,7,tdoaEngine,stTime
282,7,tdoaEngine,stFound
283,7,tdoaEngine,stCc
284,7,tdoaEngine,stHit
285,7,tdoaEngine,stMiss
286,7,tdoaEngine,cc
287,2,tdoaEngine,tof
288,7,tdoaEngine,tdoa
289,7,kalman_pred,predNX
290,7,kalman_pred,predNY
291,7,kalman_pred,measNX
292,7,kalman_pred,measNY
293,1,lighthouse,validAngles
294,7,lighthouse,rawAngle0x
295,7,lighthouse,rawAngle0y
296,7,lighthouse,rawAngle1x
297,7,lighthouse,rawAngle1y
298,7,lighthouse,angle0x
299,7,lighthouse,angle0y
300,7,lighthouse,angle1x
301,7,lighthouse,angle1y
302,7,lighthouse,angle0x_1
303,7,lighthouse,angle0y_1
304,7,lighthouse,angle1x_1
305,7,lighthouse,angle1y_1
306,7,lighthouse,angle0x_2
307,7,lighthouse,angle0y_2
308,7,lighthouse,angle1x_2
309,7,lighthouse,angle1y_2
310,7,lighthouse,angle0x_3
311,7,lighthouse,angle0y_3
312,7,lighthouse,angle1x_3
313,7,lighthouse,angle1y_3
314,7,lighthouse,rawAngle0xlh2
315,7,lighthouse,rawAngle0ylh2
316,7,lighthouse,rawAngle1xlh2
317,7,lighthouse,rawAngle1ylh2
318,7,lighthouse,angle0x_0lh2
319,7,lighthouse,angle0y_0lh2
320,7,lighthouse,angle1x_0lh2
321,7,lighthouse,angle1y_0lh2
322,2,lighthouse,width0
323,2,lighthouse,width1
324,2,lighthouse,width2
325,2,lighthouse,width3
326,1,lighthouse,comSync
327,2,lighthouse,bsAvailable
328,2,lighthouse,bsReceive
329,2,lighthouse,bsActive
330,2,lighthouse,bsCalUd
331,2,lighthouse,bsCalCon
332,1,lighthouse,status
333,7,lighthouse,posRt
334,7,lighthouse,estBs0Rt
335,7,lighthouse,estBs1Rt
336,7,lighthouse,x
337,7,lighthouse,y
338,7,lighthouse,z
339,7,lighthouse,delta
340,2,lighthouse,bsGeoVal
341,2,lighthouse,bsCalVal
342,7,lighthouse,disProb
343,7,pid_attitude,roll_outP
344,7,pid_attitude,roll_outI
345,7,pid_attitude,roll_outD
346,7,pid_attitude,roll_outFF
347,7,pid_attitude,pitch_outP
348,7,pid_attitude,pitch_outI
349,7,pid_attitude,pitch_outD
350,7,pid_attitude,pitch_outFF
351,7,pid_attitude,yaw_outP
352,7,pid_attitude,yaw_outI
353,7,pid_attitude,yaw_outD
354,7,pid_attitude,yaw_outFF
355,7,pid_rate,roll_outP
356,7,pid_rate,roll_outI
357,7,pid_rate,roll_outD
358,7,pid_rate,roll_outFF
359,7,pid_rate,pitch_outP
360,7,pid_rate,pitch_outI
361,7,pid_rate,pitch_outD
362,7,pid_rate,pitch_outFF
363,7,pid_rate,yaw_outP
364,7,pid_rate,yaw_outI
365,7,pid_rate,yaw_outD
366,7,pid_rate,yaw_outFF
367,7,ctrlINDI,cmd_thrust
368,7,ctrlINDI,cmd_roll
369,7,ctrlINDI,cmd_pitch
370,7,ctrlINDI,cmd_yaw
371,7,ctrlINDI,r_roll
372,7,ctrlINDI,r_pitch
373,7,ctrlINDI,r_yaw
374,7,ctrlINDI,u_act_dyn_p
375,7,ctrlINDI,u_act_dyn_q
376,7,ctrlINDI,u_act_dyn_r
377,7,ctrlINDI,du_p
378,7,ctrlINDI,du_q
379,7,ctrlINDI,du_r
380,7,ctrlINDI,ang_accel_ref_p
381,7,ctrlINDI,ang_accel_ref_q
382,7,ctrlINDI,ang_accel_ref_r
383,7,ctrlINDI,rate_d[0]
384,7,ctrlINDI,rate_d[1]
385,7,ctrlINDI,rate_d[2]
386,7,ctrlINDI,uf_p
387,7,ctrlINDI,uf_q
388,7,ctrlINDI,uf_r
389,7,ctrlINDI,Omega_f_p
390,7,ctrlINDI,Omega_f_q
391,7,ctrlINDI,Omega_f_r
392,7,ctrlINDI,n_p
393,7,ctrlINDI,n_q
394,7,ctrlINDI,n_r
395,7,ctrlMel,cmd_thrust
396,7,ctrlMel,cmd_roll
397,7,ctrlMel,cmd_pitch
398,7,ctrlMel,cmd_yaw
399,7,ctrlMel,r_roll
400,7,ctrlMel,r_pitch
401,7,ctrlMel,r_yaw
402,7,ctrlMel,accelz
403,7,ctrlMel,zdx
404,7,ctrlMel,zdy
405,7,ctrlMel,zdz
406,7,ctrlMel,i_err_x
407,7,ctrlMel,i_err_y
408,7,ctrlMel,i_err_z
409,7,posCtrlIndi,posRef_x
410,7,posCtrlIndi,posRef_y
411,7,posCtrlIndi,posRef_z
412,7,posCtrlIndi,velS_x
413,7,posCtrlIndi,velS_y
414,7,posCtrlIndi,velS_z
415,7,posCtrlIndi,velRef_x
416,7,posCtrlIndi,velRef_y
417,7,posCtrlIndi,velRef_z
418,7,posCtrlIndi,angS_roll
419,7,posCtrlIndi,angS_pitch
420,7,posCtrlIndi,angS_yaw
421,7,posCtrlIndi,angF_roll
422,7,posCtrlIndi,angF_pitch
423,7,posCtrlIndi,angF_yaw
424,7,posCtrlIndi,accRef_x
425,7,posCtrlIndi,accRef_y
426,7,posCtrlIndi,accRef_z
427,7,posCtrlIndi,accS_x
428,7,posCtrlIndi,accS_y
429,7,posCtrlIndi,accS_z
430,7,posCtrlIndi,accF_x
431,7,posCtrlIndi,accF_y
432,7,posCtrlIndi,accF_z
433,7,posCtrlIndi,accFT_x
434,7,posCtrlIndi,accFT_y
435,7,posCtrlIndi,accFT_z
436,7,posCtrlIndi,accErr_x
437,7,posCtrlIndi,accErr_y
438,7,posCtrlIndi,accErr_z
439,7,posCtrlIndi,phi_tilde
440,7,posCtrlIndi,theta_tilde
441,7,posCtrlIndi,T_tilde
442,7,posCtrlIndi,T_inner
443,7,posCtrlIndi,T_inner_f
444,7,posCtrlIndi,T_incremented
445,7,posCtrlIndi,cmd_phi
446,7,posCtrlIndi,cmd_theta
447,7,posCtl,targetVX
448,7,posCtl,targetVY
449,7,posCtl,targetVZ
450,7,posCtl,targetX
451,7,posCtl,targetY
452,7,posCtl,targetZ
453,7,posCtl,bodyVX
454,7,posCtl,bodyVY
455,7,posCtl,bodyX
456,7,posCtl,bodyY
457,7,posCtl,Xp
458,7,posCtl,Xi
459,7,posCtl,Xd
460,7,posCtl,Xff
461,7,posCtl,Yp
462,7,posCtl,Yi
463,7,posCtl,Yd
464,7,posCtl,Yff
465,7,posCtl,Zp
466,7,posCtl,Zi
467,7,posCtl,Zd
468,7,posCtl,Zff
469,7,posCtl,VXp
470,7,posCtl,VXi
471,7,posCtl,VXd
472,7,posCtl,VXff
473,7,posCtl,VYp
474,7,posCtl,VYi
475,7,posCtl,VYd
476,7,posCtl,VYff
477,7,posCtl,VZp
478,7,posCtl,VZi
479,7,posCtl,VZd
480,7,posCtl,VZff
481,7,ctrlLee,KR_x
482,7,ctrlLee,KR_y
483,7,ctrlLee,KR_z
484,7,ctrlLee,Kw_x
485,7,ctrlLee,Kw_y
486,7,ctrlLee,Kw_z
487,7,ctrlLee,Kpos_Px
488,7,ctrlLee,Kpos_Py
489,7,ctrlLee,Kpos_Pz
490,7,ctrlLee,Kpos_Dx
491,7,ctrlLee,Kpos_Dy
492,7,ctrlLee,Kpos_Dz
493,7,ctrlLee,thrustSi
494,7,ctrlLee,torquex
495,7,ctrlLee,torquey
496,7,ctrlLee,torquez
497,7,ctrlLee,rpyx
498,7,ctrlLee,rpyy
499,7,ctrlLee,rpyz
500,7,ctrlLee,rpydx
501,7,ctrlLee,rpydy
502,7,ctrlLee,rpydz
503,7,ctrlLee,error_posx
504,7,ctrlLee,error_posy
505,7,ctrlLee,error_posz
506,7,ctrlLee,error_velx
507,7,ctrlLee,error_vely
508,7,ctrlLee,error_velz
509,7,ctrlLee,omegax
510,7,ctrlLee,omegay
511,7,ctrlLee,omegaz
512,7,ctrlLee,omegarx
513,7,ctrlLee,omegary
514,7,ctrlLee,omegarz
515,7,kalman,stateX
516,7,kalman,stateY
517,7,kalman,stateZ
518,7,kalman,statePX
519,7,kalman,statePY
520,7,kalman,statePZ
521,7,kalman,stateD0
522,7,kalman,stateD1
523,7,kalman,stateD2
524,7,kalman,varX
525,7,kalman,varY
526,7,kalman,varZ
527,7,kalman,varPX
528,7,kalman,varPY
529,7,kalman,varPZ
530,7,kalman,varD0
531,7,kalman,varD1
532,7,kalman,varD2
533,7,kalman,q0
534,7,kalman,q1
535,7,kalman,q2
536,7,kalman,q3
537,7,kalman,rtUpdate
538,7,kalman,rtPred
539,7,kalman,rtFinal
540,6,outlierf,lhWin
541,7,estimator,rtApnd
542,7,estimator,rtRej
543,7,posEstAlt,estimatedZ
544,7,posEstAlt,estVZ
545,7,posEstAlt,velocityZ
546,1,DTR_P2P,rx_state
547,1,DTR_P2P,tx_state
