id,type,group,name
210,5,ctrltargetZ,z
211,5,ctrltargetZ,vx
212,5,ctrltargetZ,vy
213,5,ctrltargetZ,vz
214,5,ctrltargetZ,ax
215,5,ctrltargetZ,ay
216,5,ctrltargetZ,az
217,7,mag,x
218,7,mag,y
219,7,mag,z
220,7,stabilizer,roll
221,7,stabilizer,pitch
222,7,stabilizer,yaw
223,7,stabilizer,thrust
224,7,stabilizer,rtStab
225,3,stabilizer,intToOut
226,7,stateEstimate,x
227,7,stateEstimate,y
228,7,stateEstimate,z
229,7,stateEstimate,vx
230,7,stateEstimate,vy
231,7,stateEstimate,vz
232,7,stateEstimate,ax
233,7,stateEstimate,ay
234,7,stateEstimate,az
235,7,stateEstimate,roll
236,7,stateEstimate,pitch
237,7,stateEstimate,yaw
238,7,stateEstimate,qx
239,7,stateEstimate,qy
240,7,stateEstimate,qz
241,7,stateEstimate,qw
242,5,stateEstimateZ,x
243,5,stateEstimateZ,y
244,5,stateEstimateZ,z
245,5,stateEstimateZ,vx
246,5,stateEstimateZ,vy
247,5,stateEstimateZ,vz
248,5,stateEstimateZ,ax
249,5,stateEstimateZ,ay
250,5,stateEstimateZ,az
251,3,stateEstimateZ,quat
252,5,stateEstimateZ,rateRoll
253,5,stateEstimateZ,ratePitch
254,5,stateEstimateZ,rateYaw
255,7,suWrenchObs,suFx
256,7,suWrenchObs,suFy
257,7,suWrenchObs,suFz
258,7,suWrenchObs,suTx
259,7,suWrenchObs,suTy
260,7,suWrenchObs,suTz
261,7,suWrenchObs,suWFx
262,7,suWrenchObs,suWFy
263,7,suWrenchObs,suWFz
264,7,suWrenchObs,suV
265,7,suWrenchObs,suDt
266,7,suWrenchObs,suDtraw
267,7,suWrenchObs,suFextX
268,7,suWrenchObs,suFextY
269,7,suWrenchObs,suFextZ
270,7,suWrenchObs,suTextX
271,7,suWrenchObs,suTextY
272,7,suWrenchObs,suTextZ
273,2,supervisor,info
274,1,sys,canfly
275,1,sys,isFlying
276,1,sys,isTumbled
277,4,sys,testLogParam
278,7,tdoaEngine,stRx
279,7,tdoaEngine,stEst
280,7,tdoaEngine,stTime
281,7,tdoaEngine,stFound
282,7,tdoaEngine,stCc
283,7,tdoaEngine,stHit
284,7,tdoaEngine,stMiss
285,7,tdoaEngine,cc
286,2,tdoaEngine,tof
287,7,tdoaEngine,tdoa
288,7,kalman_pred,predNX
289,7,kalman_pred,predNY
290,7,kalman_pred,measNX
291,7,kalman_pred,measNY
292,1,lighthouse,validAngles
293,7,lighthouse,rawAngle0x
294,7,lighthouse,rawAngle0y
295,7,lighthouse,rawAngle1x
296,7,lighthouse,rawAngle1y
297,7,lighthouse,angle0x
298,7,lighthouse,angle0y
299,7,lighthouse,angle1x
300,7,lighthouse,angle1y
301,7,lighthouse,angle0x_1
302,7,lighthouse,angle0y_1
303,7,lighthouse,angle1x_1
304,7,lighthouse,angle1y_1
305,7,lighthouse,angle0x_2
306,7,lighthouse,angle0y_2
307,7,lighthouse,angle1x_2
308,7,lighthouse,angle1y_2
309,7,lighthouse,angle0x_3
310,7,lighthouse,angle0y_3
311,7,lighthouse,angle1x_3
312,7,lighthouse,angle1y_3
313,7,lighthouse,rawAngle0xlh2
314,7,lighthouse,rawAngle0ylh2
315,7,lighthouse,rawAngle1xlh2
316,7,lighthouse,rawAngle1ylh2
317,7,lighthouse,angle0x_0lh2
318,7,lighthouse,angle0y_0lh2
319,7,lighthouse,angle1x_0lh2
320,7,lighthouse,angle1y_0lh2
321,2,lighthouse,width0
322,2,lighthouse,width1
323,2,lighthouse,width2
324,2,lighthouse,width3
325,1,lighthouse,comSync
326,2,lighthouse,bsAvailable
327,2,lighthouse,bsReceive
328,2,lighthouse,bsActive
329,2,lighthouse,bsCalUd
330,2,lighthouse,bsCalCon
331,1,lighthouse,status
332,7,lighthouse,posRt
333,7,lighthouse,estBs0Rt
334,7,lighthouse,estBs1Rt
335,7,lighthouse,x
336,7,lighthouse,y
337,7,lighthouse,z
338,7,lighthouse,delta
339,2,lighthouse,bsGeoVal
340,2,lighthouse,bsCalVal
341,7,lighthouse,disProb
342,7,pid_attitude,roll_outP
343,7,pid_attitude,roll_outI
344,7,pid_attitude,roll_outD
345,7,pid_attitude,roll_outFF
346,7,pid_attitude,pitch_outP
347,7,pid_attitude,pitch_outI
348,7,pid_attitude,pitch_outD
349,7,pid_attitude,pitch_outFF
350,7,pid_attitude,yaw_outP
351,7,pid_attitude,yaw_outI
352,7,pid_attitude,yaw_outD
353,7,pid_attitude,yaw_outFF
354,7,pid_rate,roll_outP
355,7,pid_rate,roll_outI
356,7,pid_rate,roll_outD
357,7,pid_rate,roll_outFF
358,7,pid_rate,pitch_outP
359,7,pid_rate,pitch_outI
360,7,pid_rate,pitch_outD
361,7,pid_rate,pitch_outFF
362,7,pid_rate,yaw_outP
363,7,pid_rate,yaw_outI
364,7,pid_rate,yaw_outD
365,7,pid_rate,yaw_outFF
366,7,ctrlINDI,cmd_thrust
367,7,ctrlINDI,cmd_roll
368,7,ctrlINDI,cmd_pitch
369,7,ctrlINDI,cmd_yaw
370,7,ctrlINDI,r_roll
371,7,ctrlINDI,r_pitch
372,7,ctrlINDI,r_yaw
373,7,ctrlINDI,u_act_dyn_p
374,7,ctrlINDI,u_act_dyn_q
375,7,ctrlINDI,u_act_dyn_r
376,7,ctrlINDI,du_p
377,7,ctrlINDI,du_q
378,7,ctrlINDI,du_r
379,7,ctrlINDI,ang_accel_ref_p
380,7,ctrlINDI,ang_accel_ref_q
381,7,ctrlINDI,ang_accel_ref_r
382,7,ctrlINDI,rate_d[0]
383,7,ctrlINDI,rate_d[1]
384,7,ctrlINDI,rate_d[2]
385,7,ctrlINDI,uf_p
386,7,ctrlINDI,uf_q
387,7,ctrlINDI,uf_r
388,7,ctrlINDI,Omega_f_p
389,7,ctrlINDI,Omega_f_q
390,7,ctrlINDI,Omega_f_r
391,7,ctrlINDI,n_p
392,7,ctrlINDI,n_q
393,7,ctrlINDI,n_r
394,7,ctrlMel,cmd_thrust
395,7,ctrlMel,cmd_roll
396,7,ctrlMel,cmd_pitch
397,7,ctrlMel,cmd_yaw
398,7,ctrlMel,r_roll
399,7,ctrlMel,r_pitch
400,7,ctrlMel,r_yaw
401,7,ctrlMel,accelz
402,7,ctrlMel,zdx
403,7,ctrlMel,zdy
404,7,ctrlMel,zdz
405,7,ctrlMel,i_err_x
406,7,ctrlMel,i_err_y
407,7,ctrlMel,i_err_z
408,7,posCtrlIndi,posRef_x
409,7,posCtrlIndi,posRef_y
410,7,posCtrlIndi,posRef_z
411,7,posCtrlIndi,velS_x
412,7,posCtrlIndi,velS_y
413,7,posCtrlIndi,velS_z
414,7,posCtrlIndi,velRef_x
415,7,posCtrlIndi,velRef_y
416,7,posCtrlIndi,velRef_z
417,7,posCtrlIndi,angS_roll
418,7,posCtrlIndi,angS_pitch
419,7,posCtrlIndi,angS_yaw
420,7,posCtrlIndi,angF_roll
421,7,posCtrlIndi,angF_pitch
422,7,posCtrlIndi,angF_yaw
423,7,posCtrlIndi,accRef_x
424,7,posCtrlIndi,accRef_y
425,7,posCtrlIndi,accRef_z
426,7,posCtrlIndi,accS_x
427,7,posCtrlIndi,accS_y
428,7,posCtrlIndi,accS_z
429,7,posCtrlIndi,accF_x
430,7,posCtrlIndi,accF_y
431,7,posCtrlIndi,accF_z
432,7,posCtrlIndi,accFT_x
433,7,posCtrlIndi,accFT_y
434,7,posCtrlIndi,accFT_z
435,7,posCtrlIndi,accErr_x
436,7,posCtrlIndi,accErr_y
437,7,posCtrlIndi,accErr_z
438,7,posCtrlIndi,phi_tilde
439,7,posCtrlIndi,theta_tilde
440,7,posCtrlIndi,T_tilde
441,7,posCtrlIndi,T_inner
442,7,posCtrlIndi,T_inner_f
443,7,posCtrlIndi,T_incremented
444,7,posCtrlIndi,cmd_phi
445,7,posCtrlIndi,cmd_theta
446,7,posCtl,targetVX
447,7,posCtl,targetVY
448,7,posCtl,targetVZ
449,7,posCtl,targetX
450,7,posCtl,targetY
451,7,posCtl,targetZ
452,7,posCtl,bodyVX
453,7,posCtl,bodyVY
454,7,posCtl,bodyX
455,7,posCtl,bodyY
456,7,posCtl,Xp
457,7,posCtl,Xi
458,7,posCtl,Xd
459,7,posCtl,Xff
460,7,posCtl,Yp
461,7,posCtl,Yi
462,7,posCtl,Yd
463,7,posCtl,Yff
464,7,posCtl,Zp
465,7,posCtl,Zi
466,7,posCtl,Zd
467,7,posCtl,Zff
468,7,posCtl,VXp
469,7,posCtl,VXi
470,7,posCtl,VXd
471,7,posCtl,VXff
472,7,posCtl,VYp
473,7,posCtl,VYi
474,7,posCtl,VYd
475,7,posCtl,VYff
476,7,posCtl,VZp
477,7,posCtl,VZi
478,7,posCtl,VZd
479,7,posCtl,VZff
480,7,ctrlLee,KR_x
481,7,ctrlLee,KR_y
482,7,ctrlLee,KR_z
483,7,ctrlLee,Kw_x
484,7,ctrlLee,Kw_y
485,7,ctrlLee,Kw_z
486,7,ctrlLee,Kpos_Px
487,7,ctrlLee,Kpos_Py
488,7,ctrlLee,Kpos_Pz
489,7,ctrlLee,Kpos_Dx
490,7,ctrlLee,Kpos_Dy
491,7,ctrlLee,Kpos_Dz
492,7,ctrlLee,thrustSi
493,7,ctrlLee,torquex
494,7,ctrlLee,torquey
495,7,ctrlLee,torquez
496,7,ctrlLee,rpyx
497,7,ctrlLee,rpyy
498,7,ctrlLee,rpyz
499,7,ctrlLee,rpydx
500,7,ctrlLee,rpydy
501,7,ctrlLee,rpydz
502,7,ctrlLee,error_posx
503,7,ctrlLee,error_posy
504,7,ctrlLee,error_posz
505,7,ctrlLee,error_velx
506,7,ctrlLee,error_vely
507,7,ctrlLee,error_velz
508,7,ctrlLee,omegax
509,7,ctrlLee,omegay
510,7,ctrlLee,omegaz
511,7,ctrlLee,omegarx
512,7,ctrlLee,omegary
513,7,ctrlLee,omegarz
514,7,kalman,stateX
515,7,kalman,stateY
516,7,kalman,stateZ
517,7,kalman,statePX
518,7,kalman,statePY
519,7,kalman,statePZ
520,7,kalman,stateD0
521,7,kalman,stateD1
522,7,kalman,stateD2
523,7,kalman,varX
524,7,kalman,varY
525,7,kalman,varZ
526,7,kalman,varPX
527,7,kalman,varPY
528,7,kalman,varPZ
529,7,kalman,varD0
530,7,kalman,varD1
531,7,kalman,varD2
532,7,kalman,q0
533,7,kalman,q1
534,7,kalman,q2
535,7,kalman,q3
536,7,kalman,rtUpdate
537,7,kalman,rtPred
538,7,kalman,rtFinal
539,6,outlierf,lhWin
540,7,estimator,rtApnd
541,7,estimator,rtRej
542,7,posEstAlt,estimatedZ
543,7,posEstAlt,estVZ
544,7,posEstAlt,velocityZ
545,1,DTR_P2P,rx_state
546,1,DTR_P2P,tx_state
